Fibromyalgia,Back pain,Ache all over,Neck pain,Muscle pain,Leg pain,Headache,Shoulder pain,Low back pain,Sharp chest pain,Arm pain,Hip pain,Fatigue
Ischemia of the bowel,Sharp abdominal pain,Vomiting,Diarrhea,Nausea,Rectal bleeding,Blood in stool,Lower abdominal pain,Constipation,Melena,Burning abdominal pain,Chills,Retention of urine
Fetal alcohol syndrome,Excessive anger,Temper problems,Lack of growth,Eye redness,Depressive or psychotic symptoms,Hostile behavior,Smoking problems,Seizures,Coryza,Wrist weakness,Eye strain,Emotional symptoms
Peritonitis,Sharp abdominal pain,Nausea,Vomiting,Back pain,Fever,Shortness of breath,Lower abdominal pain,Upper abdominal pain,Side pain,Groin mass,Intermenstrual bleeding,Groin pain
Injury to the abdomen,Sharp abdominal pain,Sharp chest pain,Back pain,Burning abdominal pain,Upper abdominal pain,Lower abdominal pain,Leg pain,Neck pain,Pain during pregnancy,Side pain,Problems during pregnancy,Blood in urine
Acute pancreatitis,Sharp abdominal pain,Vomiting,Nausea,Upper abdominal pain,Diarrhea,Sharp chest pain,Burning abdominal pain,Back pain,Side pain,Abusing alcohol,Lower body pain,Hemoptysis
Thrombophlebitis,Leg pain,Leg swelling,Arm pain,Abnormal appearing skin,Arm swelling,Foot or toe pain,Ache all over,Lymphedema,Skin on leg or foot looks infected,Skin swelling,Leg cramps or spasms,Hand or finger swelling
Asthma,Cough,Shortness of breath,Wheezing,Difficulty breathing,Nasal congestion,Fever,Sharp chest pain,Coryza,Chest tightness,Allergic reaction,Coughing up sputum,Congestion in chest
Foreign body in the vagina,Vaginal discharge,Pelvic pain,Painful urination,Lower abdominal pain,Skin lesion,Back weakness,Pus in sputum,Emotional symptoms,Muscle swelling,Pus in urine,Abnormal size or shape of ear,Low back weakness
Restless leg syndrome,Abnormal involuntary movements,Leg pain,Headache,Sleepiness,Apnea,Fatigue,Abnormal breathing sounds,Depression,Back pain,Difficulty breathing,Loss of sensation,Insomnia
Emphysema,Sharp chest pain,Shortness of breath,Chest tightness,Cough,Nausea,Ache all over,Back pain,Cross-eyed,Itchy eyelid,Excessive growth,Emotional symptoms,Elbow cramps or spasms
Cysticercosis,Seizures,Headache,Vomiting,Shortness of breath,Abnormal involuntary movements,Elbow cramps or spasms,Elbow weakness,Excessive growth,Underweight,Low back weakness,Wrist weakness,Feeling hot and cold
Induced abortion,Spotting or bleeding during pregnancy,Sharp abdominal pain,Pain during pregnancy,Cramps and spasms,Lower abdominal pain,Pelvic pain,Problems during pregnancy,Intermenstrual bleeding,Vaginal discharge,Blood clots during menstrual periods,Groin pain,Absence of menstruation
Teething syndrome,Fever,Pulling at ears,Cough,Irritable infant,Nasal congestion,Diarrhea,Ear pain,Gum pain,Symptoms of infants,Temper problems,Redness in ear,Decreased appetite
Infectious gastroenteritis,Vomiting,Diarrhea,Nausea,Sharp abdominal pain,Fever,Burning abdominal pain,Headache,Blood in stool,Decreased appetite,Chills,Fluid retention,Flu-like syndrome
Acute sinusitis,Cough,Nasal congestion,Sore throat,Headache,Frontal headache,Coryza,Fever,Ear pain,Sinus congestion,Painful sinuses,Facial pain,Coughing up sputum
Von Hippel-Lindau disease,Seizures,Upper abdominal pain,Excessive growth,Abnormal appearing skin,Headache,Blood in urine,Paresthesia,Diminished vision,Knee pain,Fatigue,Nausea,Kidney mass
Substance-related mental disorder,Depressive or psychotic symptoms,Delusions or hallucinations,Depression,Anxiety and nervousness,Drug abuse,Abusing alcohol,Insomnia,Feeling ill,Excessive anger,Problems with movement,Hostile behavior,Fears and phobias
Postpartum depression,Depression,Recent pregnancy,Problems during pregnancy,Anxiety and nervousness,Pain during pregnancy,Depressive or psychotic symptoms,Drug abuse,Spotting or bleeding during pregnancy,Uterine contractions,Delusions or hallucinations,Intermenstrual bleeding,Excessive anger
Coronary atherosclerosis,Sharp chest pain,Shortness of breath,Fatigue,Chest tightness,Palpitations,Irregular heartbeat,Lymphedema,Leg cramps or spasms,Burning chest pain
Spondylitis,Back pain,Low back pain,Leg pain,Neck pain,Hip pain,Side pain,Back cramps or spasms,Lower body pain,Stiffness all over,Muscle cramps;contractures;or spasms,Low back cramps or spasms,Back mass or lump
Pituitary adenoma,Headache,Loss of sensation,Diminished vision,Knee pain,Nausea,Disturbance of memory,Coryza,Weight gain,Pain in eye,Nosebleed,Long menstrual periods,Muscle swelling
Uterine fibroids,Sharp abdominal pain,Pelvic pain,Heavy menstrual flow,Lower abdominal pain,Unpredictable menstruation,Painful menstruation,Intermenstrual bleeding,Long menstrual periods,Infertility,Vaginal discharge,Involuntary urination,Cramps and spasms
Idiopathic nonmenstrual bleeding,Intermenstrual bleeding,Unpredictable menstruation,Long menstrual periods,Pelvic pain,Sharp abdominal pain,Heavy menstrual flow,Painful menstruation,Vaginal discharge,Painful urination,Frequent menstruation,Blood clots during menstrual periods,Sweating
Chalazion,Mass on eyelid,Pain in eye,Swollen eye,Eye redness,Symptoms of eye,Eyelid swelling,Eyelid lesion or rash,Diminished vision,Itchiness of eye,Skin growth,Foreign body sensation in eye,Lacrimation
Ovarian torsion,Sharp abdominal pain,Lower abdominal pain,Pelvic pain,Ache all over,Groin mass,Unwanted hair,Symptoms of bladder,Knee swelling,Pain or soreness of breast,Skin swelling,Infertility,Acne or pimples
Retinopathy due to high blood pressure,Diminished vision,Spots or clouds in vision,Symptoms of eye,Pain in eye,Itchiness of eye,Foreign body sensation in eye,Mass on eyelid,Eye redness,Blindness,Pus draining from ear,Lacrimation,Irregular appearing nails
Vaginal yeast infection,Vaginal itching,Vaginal discharge,Painful urination,Sharp abdominal pain,Vaginal pain,Vaginal redness,Itching of skin,Problems during pregnancy,Suprapubic pain,Pelvic pain,Lower abdominal pain,Vulvar irritation
Mastoiditis,Ear pain,Dizziness,Redness in ear,Fluid in ear,Cough,Headache,Diminished hearing,Fever,Plugged feeling in ear,Ringing in ear,Nasal congestion,Facial pain
Lung contusion,Back pain,Sharp chest pain,Ache all over,Rib pain,Elbow pain,Hip pain,Hurts to breath,Fluid retention,Dizziness,Headache,Shoulder pain,Shortness of breath
Hypertrophic obstructive cardiomyopathy (HOCM),Sharp chest pain,Difficulty breathing,Anxiety and nervousness,Chest tightness,Leg swelling,Joint pain,Cough,Emotional symptoms,Elbow cramps or spasms,Nailbiting,Muscle swelling,Elbow weakness
Ingrown toe nail,Irregular appearing nails,Foot or toe pain,Skin on leg or foot looks infected,Foot or toe swelling,Abnormal appearing skin,Skin dryness;peeling;scaliness;or roughness,Skin growth,Skin on arm or hand looks infected,Swollen eye,Neck swelling,Skin irritation,Itchy scalp
Pulmonary eosinophilia,Cough,Shortness of breath,Fever,Nasal congestion,Sharp chest pain,Difficulty breathing,Dizziness,Ache all over,Nosebleed,Redness in ear,Fluid retention,Paresthesia
Open wound of the hip,Hip pain,Leg pain,Hip swelling
Corneal disorder,Diminished vision,Pain in eye,Eye redness,Spots or clouds in vision,Symptoms of eye,Foreign body sensation in eye,Lacrimation,Itchiness of eye,White discharge from eye,Swollen eye,Double vision,Eyelid lesion or rash
Foreign body in the gastrointestinal tract,Difficulty in swallowing,Vomiting,Sharp abdominal pain,Regurgitation,Vomiting blood,Throat feels tight,Lump in throat,Recent weight loss,Cramps and spasms,Incontinence of stool,Foot or toe cramps or spasms,Temper problems
Endophthalmitis,Pain in eye,Eye redness,Swollen eye,Diminished vision,Itchiness of eye,Mass on eyelid,Paresthesia,Painful sinuses,Skin lesion,Foot or toe pain,Lacrimation,Painful urination
Intestinal malabsorption,Diarrhea,Vomiting,Sharp abdominal pain,Allergic reaction,Irritable infant,Infant feeding problem,Cough,Constipation,Nasal congestion,Infant spitting up,Feeling ill,Flatulence
Lead poisoning,Pain in eye,Shoulder cramps or spasms,Facial pain,Ankle pain,Wrist pain,Pain during pregnancy,Excessive anger,Joint stiffness or tightness,Pain or soreness of breast,Knee lump or mass,Fatigue,Excessive urination at night
Viral warts,Warts,Skin lesion,Skin growth,Abnormal appearing skin,Skin moles,Acne or pimples,Bumps on penis,Skin swelling,Skin dryness;peeling;scaliness;or roughness,Lip swelling,Too little hair,Foot or toe lump or mass
Hyperhidrosis,Sweating,Warts,Acne or pimples,Fever,Skin rash,Redness in ear,Headache,Diminished vision,Sharp abdominal pain,Cough,Vomiting,Cramps and spasms
Stroke,Focal weakness,Dizziness,Headache,Loss of sensation,Weakness,Problems with movement,Slurring words,Difficulty speaking,Depressive or psychotic symptoms,Seizures,Abnormal involuntary movements,Disturbance of memory
Pilonidal cyst,Skin growth,Lower body pain,Ache all over,Skin swelling,Pain of the anus,Bones are painful,Back mass or lump,Mass or swelling around the anus,Pelvic pain,Fluid retention,Low back swelling,Irregular appearing scalp
Crushing injury,Hand or finger pain,Foot or toe pain,Loss of sensation,Hand or finger swelling,Hand or finger stiffness or tightness,Ankle swelling,Knee swelling,Neck swelling,Lymphedema
Normal pressure hydrocephalus,Problems with movement,Headache,Disturbance of memory,Depressive or psychotic symptoms,Dizziness,Palpitations,Difficulty speaking,Involuntary urination,Fatigue,Hip lump or mass,Blood in urine,Drainage in throat
Alopecia,Too little hair,Irregular appearing scalp,Skin rash,Skin swelling,Abnormal appearing skin,Dry or flaky scalp,Acne or pimples,Skin dryness;peeling;scaliness;or roughness,Itchy scalp,Itching of skin,Feeling ill,Skin growth
Hashimoto thyroiditis,Weight gain,Constipation,Heavy menstrual flow,Premenstrual tension or irritability,Warts,Difficulty in swallowing,Too little hair,Palpitations,Heartburn,Suprapubic pain,Abnormal involuntary movements,Feeling hot
Flat feet,Foot or toe pain,Knee pain,Ankle pain,Problems with movement,Cramps and spasms,Feet turned in,Symptoms of eye,Foot or toe stiffness or tightness,Skin swelling,Weight gain,Skin growth,Retention of urine
Nonalcoholic liver disease (NASH),Sharp abdominal pain,Upper abdominal pain,Nausea,Dizziness,Diarrhea,Weight gain,Mouth ulcer,Chills,Paresthesia,Joint pain,Nosebleed,Regurgitation
Hemarthrosis,Knee pain,Knee swelling,Frequent urination,Shoulder pain,Ankle swelling,Knee lump or mass,Abnormal appearing skin,Ache all over,Knee stiffness or tightness,Problems with movement,Elbow cramps or spasms,Elbow weakness
Pelvic organ prolapse,Involuntary urination,Frequent urination,Symptoms of bladder,Retention of urine,Suprapubic pain,Vaginal pain,Pelvic pain,Blood in urine,Pelvic pressure,Vaginal discharge,Excessive urination at night,Intermenstrual bleeding
Fracture of the arm,Arm pain,Wrist pain,Elbow pain,Shoulder pain,Wrist swelling,Arm swelling,Elbow swelling,Arm stiffness or tightness,Wrist stiffness or tightness,Shoulder stiffness or tightness,Elbow stiffness or tightness
Coagulation (bleeding) disorder,Leg pain,Leg swelling,Nosebleed,Blood in urine,Eye redness,Melena,Lymphedema,Hemoptysis,Leg cramps or spasms,Early or late onset of menopause,Knee swelling,Vaginal pain
Intracranial hemorrhage,Headache,Depressive or psychotic symptoms,Disturbance of memory,Problems with movement,Dizziness,Seizures,Weakness,Vomiting,Joint pain,Abnormal involuntary movements,Diminished vision,Difficulty speaking
Hyperkalemia,Shortness of breath,Weakness,Nausea,Vomiting,Dizziness,Sharp chest pain,Depressive or psychotic symptoms,Sharp abdominal pain,Feeling ill,Decreased heart rate,Decreased appetite,Difficulty in swallowing
Cornea infection,Pain in eye,Eye redness,Diminished vision,Symptoms of eye,Foreign body sensation in eye,Lacrimation,Eye burns or stings,Itchiness of eye,Spots or clouds in vision,Swollen eye,Lip swelling,Itchy eyelid
Abscess of the lung,Cough,Sharp chest pain,Shortness of breath,Hemoptysis,Depressive or psychotic symptoms,Back pain,Drainage in throat,Vomiting,Headache,Itchy eyelid,Wrist weakness,Excessive growth
Dengue fever,Sore throat,Fever,Shoulder cramps or spasms,Ankle pain,Wrist pain,Pain during pregnancy,Joint stiffness or tightness,Excessive anger,Pain or soreness of breast,Knee lump or mass,Facial pain,Pain in eye
Chronic sinusitis,Cough,Nasal congestion,Headache,Sore throat,Fever,Frontal headache,Coryza,Ear pain,Painful sinuses,Sinus congestion,Facial pain,Congestion in chest
Cholesteatoma,Ear pain,Diminished hearing,Fluid in ear,Redness in ear,Nasal congestion,Mass on ear,Plugged feeling in ear,Bleeding from ear,Skin growth,Pus draining from ear,Allergic reaction,Muscle swelling
Volvulus,Sharp abdominal pain,Vomiting,Constipation,Burning abdominal pain,Peripheral edema,Back pain,Nausea,Depressive or psychotic symptoms,Diarrhea,Elbow cramps or spasms,Elbow weakness,Excessive growth
Injury to the finger,Hand or finger pain,Hand or finger swelling,Hand or finger stiffness or tightness,Hand or finger weakness,Swelling of scrotum,Hand or finger lump or mass
Poisoning due to analgesics,Depressive or psychotic symptoms,Depression,Vomiting,Abusing alcohol,Problems during pregnancy,Low self-esteem,Skin swelling,Heartburn,Hostile behavior,Throat irritation,Excessive anger,Blood in stool
Atrial fibrillation,Shortness of breath,Sharp chest pain,Palpitations,Dizziness,Irregular heartbeat,Fatigue,Increased heart rate,Decreased heart rate
Pinworm infection,Itching of the anus,Sharp abdominal pain,Pain of the anus,Skin rash,Constipation,Itching of skin,Painful urination,Neck mass,Retention of urine,Ankle pain,Burning abdominal pain,Coryza
Urethral valves,Side pain,Sharp abdominal pain,Lower abdominal pain,Suprapubic pain,Vomiting,Constipation,Blood in urine,Skin growth,Nausea,Muscle swelling,Low back weakness,Elbow weakness
